140.5625	55.68378214
102.5078125	58.88243001
103.015625	39.34164944
136.75	57.17844874
88.7265625	40.67222541
93.5703125	46.69811352
119.484375	48.76505927
130.3828125	39.84405561
107.25	52.62707834
107.2578125	39.49648839
142.078125	45.28807262
133.2578125	44.05824378
134.9609375	49.55432662
117.9453125	45.50657724
138.1796875	51.5244835
114.3671875	51.94571552
109.640625	49.01765217
100.8515625	51.74352161
136.09375	51.69100464
99.3671875	41.57220208
100.890625	51.89039446
105.4453125	41.13996851
95.8671875	42.05992212
117.3671875	53.90861351
106.6484375	56.36718209
112.71875	50.3012701
130.8515625	52.43285734
119.4375	52.87481531
123.2109375	51.07801208
102.6171875	49.69235371
110.109375	41.31816988
99.9140625	43.91949797
128.34375	52.17210664
142.0546875	53.87315957
121.1328125	47.6326062
102.328125	48.98040255
147.8359375	53.62263651
108.0390625	34.91024257
107.875	37.33065932
118.84375	45.9319193
138.4609375	48.91716569
116.203125	47.34586165
120.5546875	45.54990543
121.8828125	53.04267461
125.2109375	51.17519729
107.90625	48.08414459
106.28125	43.02178545
106.3359375	45.05002035
125.734375	52.65772207
113.546875	49.50029346
134.0390625	51.80045885
105.1171875	45.09202762
95.328125	44.66789069
119.3359375	47.506953
136.1875	51.95291588
112.859375	55.10625168
108.625	52.74614915
113.953125	49.2214161
141.96875	50.47089779
136.5	49.9327673
83.6796875	36.37928102
27.765625	28.66604164
135.859375	51.93727202
112.09375	48.81156969
126.8671875	53.1293191
117.5390625	47.73296528
143.0859375	49.92197464
101.296875	39.43395574
119.8984375	53.82550508
123.125	50.33124651
102.046875	48.79050551
119.4453125	53.14305702
128.515625	54.94585181
128.15625	46.89690113
115.6171875	40.29037592
136.7421875	44.39123754
135.265625	48.14390609
113.9609375	52.24736871
107.796875	45.6803362
124.5	57.35361802
119.296875	46.45417086
148.3828125	51.200757
109.4921875	53.2901838
112.125	46.30840906
128.7734375	45.80669555
140.265625	48.93721813
87.515625	51.76343189
132.140625	42.09582342
104.078125	45.24078107
122.6015625	53.79697654
114.28125	41.25396525
112.4375	38.2956733
23.625	29.94865398
94.5859375	35.77982308
137.2421875	46.45474042
123.53125	53.34878418
70.0234375	35.28067478
