2	14
24	56
23	51
2	10
20	52
19	51
13	45
16	47
17	45
14	47
2	16
19	50
1	14
2	13
12	40
18	49
10	33
2	16
2	16
21	56
4	19
2	14
10	41
15	45
2	14
19	51
4	15
18	55
10	33
2	14
15	50
14	39
2	14
12	39
23	57
15	42
20	49
18	58
13	44
15	49
11	30
21	54
25	61
13	36
21	55
1	14
3	17
14	44
4	15
17	50
22	56
15	51
15	45
14	46
11	39
23	59
23	54
25	57
2	13
15	45
18	51
23	53
15	45
21	57
2	13
2	16
18	60
18	49
2	12
1	11
14	44
2	14
4	16
10	35
23	61
13	42
1	15
18	48
13	42
2	15
4	17
16	45
10	35
2	13
13	54
2	15
10	50
1	15
2	15
12	47
13	41
4	13
20	51
15	49
13	40
3	13
3	15
14	48
2	15
25	60
15	46
3	14
18	48
16	51
18	55
5	17
22	67
21	66
13	52
13	40
11	38
2	14
20	64
6	16
20	67
12	44
3	14
2	19
14	56
2	12
18	48
15	45
2	14
4	15
24	56
16	58
21	59
18	56
12	42
23	69
13	56
2	15
10	37
2	15
19	61
3	13
18	63
15	47
13	41
13	43
22	58
3	14
14	47
19	53
2	16
20	50
13	40
2	17
24	51
2	15
