11	12
7	6
7	11
12	8
8	5
3	3
4	8
8	6
14	9
22	19
15	7
3	4
12	10
14	12
19	45
30	27
49	40
40	38
26	31
13	17
12	5
8	14
3	5
36	42
26	28
14	14
44	34
34	32
13	10
46	36
7	17
15	13
15	12
47	42
34	37
41	32
36	39
37	36
31	21
41	27
35	27
42	27
28	43
34	27
40	29
27	46
40	42
29	51
37	28
12	3
19	14
40	44
2	5
41	42
34	30
31	28
38	26
32	34
5	13
37	41
25	30
12	27
37	39
34	37
14	10
35	41
36	30
14	11
26	43
31	39
7	11
26	34
35	30
8	9
34	45
27	34
7	7
39	40
37	34
38	29
14	6
10	12
46	40
29	26
39	34
37	33
30	38
41	28
24	26
42	34
10	11
26	36
11	9
14	9
12	15
31	35
29	37
4	2
16	11
13	6
26	51
34	41
7	5
4	4
2	3
11	10
19	19
0	2
9	8
9	12
5	4
31	36
22	26
7	6
9	9
13	7
6	2
16	13
30	40
37	35
7	10
7	10
5	5
4	6
6	9
3	8
4	0
36	43
21	36
19	53
29	32
39	36
30	48
32	41
38	32
39	37
37	41
36	44
32	36
28	36
27	45
23	29
31	35
9	13
10	12
7	13
10	4
3	2
11	9
4	3
3	7
11	10
22	9
12	14
5	7
1	4
12	8
8	3
2	2
9	8
5	6
13	9
6	5
9	5
9	13
7	10
33	45
34	29
38	31
29	37
6	7
32	48
34	25
37	42
30	40
38	44
25	38
35	34
44	43
40	38
32	44
42	28
25	37
30	37
32	28
36	34
31	38
33	34
32	34
54	41
48	36
24	33
36	22
35	37
4	4
43	34
6	8
7	19
4	1
18	14
1	3
10	10
9	7
1	2
11	7
1	0
2	5
30	26
12	6
16	12
15	12
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
1	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
20	36
25	31
18	12
8	16
0	1
6	8
8	14
18	18
7	11
26	16
3	3
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	1
1	0
0	0
0	0
26	17
11	12
17	19
0	0
1	1
0	1
0	0
2	2
2	7
6	3
9	13
3	6
7	5
3	4
5	7
10	8
6	7
7	1
4	2
3	5
7	6
8	7
4	2
4	5
7	3
9	5
5	4
8	6
3	2
10	1
6	17
5	7
4	5
2	3
3	5
5	4
2	5
3	6
4	5
3	7
11	11
7	6
3	11
2	5
4	6
2	6
4	4
7	6
10	14
9	9
11	13
6	4
2	3
3	6
2	2
0	0
0	0
5	1
3	2
0	0
1	2
2	3
0	0
1	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
4	6
3	1
1	1
3	5
0	1
6	3
1	0
2	1
10	18
6	5
2	2
0	2
0	5
3	2
6	2
2	4
1	2
0	3
1	1
1	0
0	0
1	0
0	0
0	1
0	0
0	0
0	0
0	0
1	0
0	0
5	3
5	2
2	3
4	4
0	1
3	3
1	0
1	4
1	1
0	1
10	7
14	12
17	11
20	11
3	5
1	0
12	8
11	8
23	12
6	12
22	23
7	10
42	48
6	13
16	17
4	2
4	6
2	2
2	4
1	1
0	0
0	0
0	0
0	0
0	0
1	1
0	0
0	0
0	0
0	0
0	0
0	0
16	9
13	8
3	6
6	7
2	4
2	0
21	16
14	5
7	4
1	1
1	0
1	0
0	0
0	0
0	1
0	0
0	0
0	1
0	0
0	2
0	0
1	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	5
1	0
1	0
1	0
0	3
0	0
1	2
0	0
0	0
3	5
15	9
16	30
7	10
10	11
5	8
6	7
19	20
9	14
9	9
6	13
16	15
5	3
5	4
4	4
11	13
8	8
4	5
11	15
13	19
10	13
23	4
23	16
11	27
9	10
9	5
9	4
25	23
17	17
22	23
7	14
10	15
24	18
